event_id,sensor_id,sensor_type,warehouse_id,value,unit,is_alert,timestamp,year,month,day,hour
EVT-0008789,SENS-0035,Light,WH-001,505.5,Lux,False,2024-11-14 01:17:50,2024,11,14,1
EVT-0008790,SENS-0186,CO2,WH-002,662.7,ppm,False,2024-06-07 14:09:16,2024,6,7,14
EVT-0008791,SENS-0024,Temperature,WH-004,42.27,Celsius,True,2024-07-30 03:24:12,2024,7,30,3
EVT-0008792,SENS-0191,Light,WH-004,342.4,Lux,False,2024-05-07 23:22:33,2024,5,7,23
EVT-0008793,SENS-0024,CO2,WH-004,1845.1,ppm,True,2024-06-15 10:37:25,2024,6,15,10
EVT-0008794,SENS-0011,Vibration,WH-005,5.942,mm/s,False,2024-02-20 18:12:31,2024,2,20,18
EVT-0008795,SENS-0040,Pressure,WH-005,983.45,hPa,False,2024-08-02 20:45:21,2024,8,2,20
EVT-0008796,SENS-0180,Temperature,WH-004,34.07,Celsius,False,2024-05-10 02:33:19,2024,5,10,2
EVT-0008797,SENS-0006,Humidity,WH-001,50.88,%,False,2024-12-24 09:11:53,2024,12,24,9
EVT-0008798,SENS-0020,Vibration,WH-005,8.581,mm/s,True,2024-01-21 10:42:22,2024,1,21,10
EVT-0008799,SENS-0122,Humidity,WH-004,64.31,%,False,2024-06-03 00:45:21,2024,6,3,0
EVT-0008800,SENS-0114,CO2,WH-002,1809.7,ppm,True,2024-12-23 09:02:15,2024,12,23,9
EVT-0008801,SENS-0141,Vibration,WH-004,2.73,mm/s,False,2024-05-21 00:24:46,2024,5,21,0
EVT-0008802,SENS-0026,CO2,WH-001,1069.2,ppm,False,2024-03-13 05:36:47,2024,3,13,5
EVT-0008803,SENS-0076,Light,WH-002,300.7,Lux,False,2024-05-05 10:17:37,2024,5,5,10
EVT-0008804,SENS-0073,Light,WH-002,645.9,Lux,False,2024-05-18 07:17:03,2024,5,18,7
EVT-0008805,SENS-0047,Light,WH-003,382.0,Lux,False,2024-11-17 07:10:58,2024,11,17,7
EVT-0008806,SENS-0185,Vibration,WH-002,8.821,mm/s,True,2024-09-29 02:49:32,2024,9,29,2
EVT-0008807,SENS-0181,Humidity,WH-005,71.52,%,False,2024-01-17 14:14:26,2024,1,17,14
EVT-0008808,SENS-0193,CO2,WH-002,1809.3,ppm,True,2024-02-01 03:13:31,2024,2,1,3
EVT-0008809,SENS-0065,Light,WH-004,167.2,Lux,False,2024-07-04 13:59:10,2024,7,4,13
EVT-0008810,SENS-0088,Temperature,WH-002,28.35,Celsius,False,2024-05-04 14:13:09,2024,5,4,14
EVT-0008811,SENS-0069,Vibration,WH-004,5.693,mm/s,False,2024-01-22 06:28:12,2024,1,22,6
EVT-0008812,SENS-0146,Pressure,WH-004,978.5,hPa,False,2024-07-27 07:17:14,2024,7,27,7
EVT-0008813,SENS-0080,Pressure,WH-001,1038.64,hPa,False,2024-01-14 06:03:11,2024,1,14,6
EVT-0008814,SENS-0184,Light,WH-003,437.1,Lux,False,2024-08-26 16:37:06,2024,8,26,16
EVT-0008815,SENS-0199,Temperature,WH-005,22.76,Celsius,False,2024-09-04 06:27:01,2024,9,4,6
EVT-0008816,SENS-0044,Vibration,WH-003,0.961,mm/s,False,2024-01-18 17:28:52,2024,1,18,17
EVT-0008817,SENS-0053,Pressure,WH-004,1037.7,hPa,False,2024-08-19 19:55:50,2024,8,19,19
EVT-0008818,SENS-0085,Temperature,WH-005,23.86,Celsius,False,2024-09-03 00:56:45,2024,9,3,0
EVT-0008819,SENS-0063,Temperature,WH-005,14.99,Celsius,False,2024-04-17 06:55:12,2024,4,17,6
EVT-0008820,SENS-0006,Humidity,WH-001,65.32,%,False,2024-09-15 00:41:43,2024,9,15,0
EVT-0008821,SENS-0137,CO2,WH-003,1757.8,ppm,True,2024-12-13 21:50:37,2024,12,13,21
EVT-0008822,SENS-0034,Vibration,WH-002,4.45,mm/s,False,2024-11-04 10:55:36,2024,11,4,10
EVT-0008823,SENS-0158,Pressure,WH-003,947.34,hPa,True,2024-05-15 19:42:17,2024,5,15,19
EVT-0008824,SENS-0082,Pressure,WH-002,969.07,hPa,False,2024-04-20 06:48:14,2024,4,20,6
EVT-0008825,SENS-0096,Light,WH-005,849.0,Lux,False,2024-03-19 00:42:29,2024,3,19,0
EVT-0008826,SENS-0067,Pressure,WH-002,942.99,hPa,True,2024-07-15 10:40:02,2024,7,15,10
EVT-0008827,SENS-0018,Temperature,WH-004,28.56,Celsius,False,2024-03-02 22:05:14,2024,3,2,22
EVT-0008828,SENS-0007,Pressure,WH-002,1034.7,hPa,False,2024-03-01 16:15:32,2024,3,1,16
EVT-0008829,SENS-0133,Humidity,WH-002,25.32,%,False,2024-08-28 00:50:53,2024,8,28,0
EVT-0008830,SENS-0161,Humidity,WH-001,33.58,%,False,2024-07-26 20:28:10,2024,7,26,20
EVT-0008831,SENS-0092,CO2,WH-005,913.2,ppm,False,2024-10-02 04:45:05,2024,10,2,4
EVT-0008832,SENS-0060,Vibration,WH-001,5.397,mm/s,False,2024-09-22 23:55:14,2024,9,22,23
EVT-0008833,SENS-0194,Temperature,WH-005,1.05,Celsius,False,2024-08-29 05:15:36,2024,8,29,5
EVT-0008834,SENS-0061,Vibration,WH-003,1.152,mm/s,False,2024-03-10 11:27:07,2024,3,10,11
EVT-0008835,SENS-0051,Light,WH-004,103.9,Lux,False,2024-04-24 20:14:32,2024,4,24,20
EVT-0008836,SENS-0062,CO2,WH-005,1662.1,ppm,True,2024-01-09 11:07:02,2024,1,9,11
EVT-0008837,SENS-0149,CO2,WH-005,1167.6,ppm,False,2024-11-20 00:36:40,2024,11,20,0
EVT-0008838,SENS-0161,Temperature,WH-001,29.4,Celsius,False,2024-06-02 09:20:18,2024,6,2,9
EVT-0008839,SENS-0158,Pressure,WH-003,993.34,hPa,False,2024-12-16 22:19:01,2024,12,16,22
EVT-0008840,SENS-0098,Light,WH-005,686.7,Lux,False,2024-07-27 13:35:26,2024,7,27,13
EVT-0008841,SENS-0104,Pressure,WH-001,993.86,hPa,False,2024-04-20 08:11:29,2024,4,20,8
EVT-0008842,SENS-0044,Temperature,WH-002,42.05,Celsius,True,2024-07-22 10:26:33,2024,7,22,10
EVT-0008843,SENS-0112,Vibration,WH-005,0.605,mm/s,False,2024-06-16 11:18:28,2024,6,16,11
EVT-0008844,SENS-0072,CO2,WH-001,1749.2,ppm,True,2024-06-05 07:57:51,2024,6,5,7
EVT-0008845,SENS-0185,CO2,WH-005,725.9,ppm,False,2024-05-21 09:20:46,2024,5,21,9
EVT-0008846,SENS-0074,Light,WH-002,619.4,Lux,False,2024-09-07 23:01:45,2024,9,7,23
EVT-0008847,SENS-0127,Humidity,WH-001,78.46,%,False,2024-02-01 15:35:22,2024,2,1,15
EVT-0008848,SENS-0051,Pressure,WH-002,964.0,hPa,False,2024-04-04 02:21:07,2024,4,4,2
EVT-0008849,SENS-0097,CO2,WH-005,1138.6,ppm,False,2024-07-04 19:25:35,2024,7,4,19
EVT-0008850,SENS-0028,Light,WH-002,893.0,Lux,False,2024-07-16 01:07:13,2024,7,16,1
EVT-0008851,SENS-0003,Vibration,WH-005,3.198,mm/s,False,2024-10-06 12:38:12,2024,10,6,12
EVT-0008852,SENS-0013,CO2,WH-005,865.6,ppm,False,2024-04-28 07:54:15,2024,4,28,7
EVT-0008853,SENS-0162,Light,WH-001,280.6,Lux,False,2024-09-15 10:23:44,2024,9,15,10
EVT-0008854,SENS-0156,Vibration,WH-002,8.074,mm/s,True,2024-09-24 15:23:49,2024,9,24,15
EVT-0008855,SENS-0022,Temperature,WH-001,-5.68,Celsius,True,2024-04-20 04:44:32,2024,4,20,4
EVT-0008856,SENS-0047,Vibration,WH-002,0.859,mm/s,False,2024-12-06 23:50:46,2024,12,6,23
EVT-0008857,SENS-0043,Light,WH-003,488.4,Lux,False,2024-09-24 14:01:10,2024,9,24,14
EVT-0008858,SENS-0042,Humidity,WH-003,70.35,%,False,2024-11-25 02:20:47,2024,11,25,2
EVT-0008859,SENS-0085,CO2,WH-003,1489.5,ppm,False,2024-11-30 08:08:33,2024,11,30,8
EVT-0008860,SENS-0013,Humidity,WH-004,63.75,%,False,2024-02-17 07:46:54,2024,2,17,7
EVT-0008861,SENS-0143,CO2,WH-001,774.1,ppm,False,2024-01-12 02:49:57,2024,1,12,2
EVT-0008862,SENS-0027,Temperature,WH-005,6.19,Celsius,False,2024-04-07 16:44:12,2024,4,7,16
EVT-0008863,SENS-0184,Vibration,WH-005,2.423,mm/s,False,2024-09-03 08:28:51,2024,9,3,8
EVT-0008864,SENS-0003,Light,WH-003,514.5,Lux,False,2024-10-12 03:11:04,2024,10,12,3
EVT-0008865,SENS-0171,Humidity,WH-001,94.14,%,True,2024-02-19 08:52:11,2024,2,19,8
EVT-0008866,SENS-0193,Light,WH-004,793.1,Lux,False,2024-07-10 14:51:25,2024,7,10,14
EVT-0008867,SENS-0070,Light,WH-002,811.5,Lux,False,2024-07-14 10:02:27,2024,7,14,10
EVT-0008868,SENS-0036,Temperature,WH-005,22.31,Celsius,False,2024-08-08 09:07:08,2024,8,8,9
EVT-0008869,SENS-0118,Pressure,WH-001,1018.55,hPa,False,2024-05-19 00:05:55,2024,5,19,0
EVT-0008870,SENS-0128,Vibration,WH-005,2.062,mm/s,False,2024-01-30 10:54:42,2024,1,30,10
EVT-0008871,SENS-0037,CO2,WH-003,1115.3,ppm,False,2024-08-20 04:13:40,2024,8,20,4
EVT-0008872,SENS-0117,Temperature,WH-001,15.45,Celsius,False,2024-11-04 12:01:00,2024,11,4,12
EVT-0008873,SENS-0042,CO2,WH-001,1757.4,ppm,True,2024-01-05 03:59:41,2024,1,5,3
EVT-0008874,SENS-0014,CO2,WH-002,1789.6,ppm,True,2024-10-03 19:30:01,2024,10,3,19
EVT-0008875,SENS-0170,Humidity,WH-004,57.0,%,False,2024-08-03 04:33:16,2024,8,3,4
EVT-0008876,SENS-0017,Temperature,WH-005,-5.43,Celsius,True,2024-08-31 14:20:12,2024,8,31,14
EVT-0008877,SENS-0121,Vibration,WH-002,6.554,mm/s,False,2024-02-24 08:47:32,2024,2,24,8
EVT-0008878,SENS-0081,Temperature,WH-004,18.72,Celsius,False,2024-11-27 09:50:16,2024,11,27,9
EVT-0008879,SENS-0042,Light,WH-002,33.5,Lux,False,2024-02-02 13:44:09,2024,2,2,13
EVT-0008880,SENS-0143,Temperature,WH-002,37.78,Celsius,False,2024-09-15 18:22:57,2024,9,15,18
EVT-0008881,SENS-0120,Vibration,WH-001,7.172,mm/s,False,2024-01-25 01:29:34,2024,1,25,1
EVT-0008882,SENS-0120,Vibration,WH-002,6.507,mm/s,False,2024-09-06 10:45:01,2024,9,6,10
EVT-0008883,SENS-0154,Humidity,WH-001,60.37,%,False,2024-10-03 03:23:12,2024,10,3,3
EVT-0008884,SENS-0093,Pressure,WH-001,972.22,hPa,False,2024-04-10 15:24:30,2024,4,10,15
EVT-0008885,SENS-0064,Light,WH-004,152.1,Lux,False,2024-11-06 14:39:22,2024,11,6,14
EVT-0008886,SENS-0182,Temperature,WH-002,23.58,Celsius,False,2024-12-05 13:58:28,2024,12,5,13
EVT-0008887,SENS-0085,Temperature,WH-002,8.8,Celsius,False,2024-03-25 15:50:49,2024,3,25,15
EVT-0008888,SENS-0009,Temperature,WH-002,13.82,Celsius,False,2024-03-05 20:04:01,2024,3,5,20
EVT-0008889,SENS-0005,Pressure,WH-004,1002.19,hPa,False,2024-09-08 07:11:53,2024,9,8,7
EVT-0008890,SENS-0119,Light,WH-004,372.4,Lux,False,2024-07-02 14:07:18,2024,7,2,14
EVT-0008891,SENS-0114,Vibration,WH-004,3.953,mm/s,False,2024-03-23 17:25:56,2024,3,23,17
EVT-0008892,SENS-0151,Pressure,WH-003,962.48,hPa,False,2024-09-10 03:17:30,2024,9,10,3
EVT-0008893,SENS-0122,Light,WH-001,98.6,Lux,False,2024-12-22 15:28:55,2024,12,22,15
EVT-0008894,SENS-0175,Light,WH-003,364.5,Lux,False,2024-10-31 21:38:03,2024,10,31,21
EVT-0008895,SENS-0015,Humidity,WH-004,58.7,%,False,2024-10-04 13:05:49,2024,10,4,13
EVT-0008896,SENS-0089,Light,WH-003,72.5,Lux,False,2024-10-27 03:08:21,2024,10,27,3
EVT-0008897,SENS-0095,Pressure,WH-001,903.86,hPa,True,2024-10-27 19:57:34,2024,10,27,19
EVT-0008898,SENS-0097,Pressure,WH-004,969.15,hPa,False,2024-11-21 05:30:51,2024,11,21,5
EVT-0008899,SENS-0187,Pressure,WH-002,919.26,hPa,True,2024-08-27 06:37:18,2024,8,27,6
EVT-0008900,SENS-0095,Light,WH-001,245.7,Lux,False,2024-02-13 19:31:03,2024,2,13,19
EVT-0008901,SENS-0139,CO2,WH-005,1836.2,ppm,True,2024-07-06 11:47:54,2024,7,6,11
EVT-0008902,SENS-0065,Light,WH-002,819.9,Lux,False,2024-02-24 05:48:39,2024,2,24,5
EVT-0008903,SENS-0052,Humidity,WH-003,64.68,%,False,2024-09-22 06:37:41,2024,9,22,6
EVT-0008904,SENS-0127,CO2,WH-005,309.6,ppm,False,2024-07-28 18:33:07,2024,7,28,18
EVT-0008905,SENS-0079,CO2,WH-004,1625.5,ppm,True,2024-05-02 02:15:50,2024,5,2,2
EVT-0008906,SENS-0039,Temperature,WH-004,6.78,Celsius,False,2024-10-08 08:15:50,2024,10,8,8
EVT-0008907,SENS-0155,Humidity,WH-003,83.08,%,False,2024-11-25 23:20:32,2024,11,25,23
EVT-0008908,SENS-0148,Pressure,WH-003,925.89,hPa,True,2024-04-18 01:37:36,2024,4,18,1
EVT-0008909,SENS-0146,Light,WH-001,670.9,Lux,False,2024-10-29 17:58:29,2024,10,29,17
EVT-0008910,SENS-0086,CO2,WH-002,547.1,ppm,False,2024-08-27 21:55:19,2024,8,27,21
EVT-0008911,SENS-0082,CO2,WH-002,1394.2,ppm,False,2024-12-05 01:14:19,2024,12,5,1
EVT-0008912,SENS-0056,Temperature,WH-001,17.88,Celsius,False,2024-09-14 11:23:22,2024,9,14,11
EVT-0008913,SENS-0050,CO2,WH-005,1845.8,ppm,True,2024-08-21 13:34:54,2024,8,21,13
EVT-0008914,SENS-0159,Light,WH-002,929.8,Lux,False,2024-10-10 02:08:20,2024,10,10,2
EVT-0008915,SENS-0173,CO2,WH-001,1373.4,ppm,False,2024-03-20 14:01:29,2024,3,20,14
EVT-0008916,SENS-0094,Temperature,WH-001,25.83,Celsius,False,2024-05-18 10:08:21,2024,5,18,10
EVT-0008917,SENS-0192,Light,WH-002,407.9,Lux,False,2024-02-28 07:41:18,2024,2,28,7
EVT-0008918,SENS-0040,CO2,WH-002,1331.0,ppm,False,2024-06-06 14:08:48,2024,6,6,14
EVT-0008919,SENS-0023,Temperature,WH-003,16.96,Celsius,False,2024-05-17 19:14:02,2024,5,17,19
EVT-0008920,SENS-0174,Humidity,WH-002,76.25,%,False,2024-06-14 23:01:46,2024,6,14,23
EVT-0008921,SENS-0027,CO2,WH-004,351.6,ppm,False,2024-06-30 20:06:48,2024,6,30,20
EVT-0008922,SENS-0125,CO2,WH-005,1783.3,ppm,True,2024-06-29 13:30:21,2024,6,29,13
EVT-0008923,SENS-0015,Humidity,WH-002,42.73,%,False,2024-10-20 02:54:47,2024,10,20,2
EVT-0008924,SENS-0147,Humidity,WH-003,51.99,%,False,2024-09-25 02:33:49,2024,9,25,2
EVT-0008925,SENS-0103,Temperature,WH-004,29.76,Celsius,False,2024-07-23 19:01:25,2024,7,23,19
EVT-0008926,SENS-0132,Humidity,WH-001,64.56,%,False,2024-06-10 06:39:06,2024,6,10,6
EVT-0008927,SENS-0069,Pressure,WH-001,955.35,hPa,False,2024-06-04 11:54:04,2024,6,4,11
EVT-0008928,SENS-0037,CO2,WH-002,772.0,ppm,False,2024-08-11 06:38:55,2024,8,11,6
EVT-0008929,SENS-0171,CO2,WH-001,643.7,ppm,False,2024-03-21 12:59:18,2024,3,21,12
EVT-0008930,SENS-0029,Humidity,WH-002,25.1,%,False,2024-11-17 17:24:27,2024,11,17,17
EVT-0008931,SENS-0153,Light,WH-005,812.7,Lux,False,2024-07-13 19:22:23,2024,7,13,19
EVT-0008932,SENS-0144,Pressure,WH-001,1065.54,hPa,False,2024-03-31 16:17:56,2024,3,31,16
EVT-0008933,SENS-0087,Temperature,WH-004,1.68,Celsius,False,2024-01-30 18:04:23,2024,1,30,18
EVT-0008934,SENS-0059,Pressure,WH-005,926.33,hPa,True,2024-06-29 11:12:05,2024,6,29,11
EVT-0008935,SENS-0111,Temperature,WH-002,12.28,Celsius,False,2024-06-15 21:45:08,2024,6,15,21
EVT-0008936,SENS-0053,Vibration,WH-003,2.727,mm/s,False,2024-07-02 12:55:53,2024,7,2,12
EVT-0008937,SENS-0183,Temperature,WH-001,16.47,Celsius,False,2024-01-09 22:50:57,2024,1,9,22
EVT-0008938,SENS-0149,Humidity,WH-004,25.64,%,False,2024-08-09 16:05:09,2024,8,9,16
EVT-0008939,SENS-0018,Temperature,WH-004,-3.53,Celsius,False,2024-02-24 03:26:33,2024,2,24,3
EVT-0008940,SENS-0100,Vibration,WH-004,2.203,mm/s,False,2024-03-04 05:24:19,2024,3,4,5
EVT-0008941,SENS-0068,Light,WH-001,174.7,Lux,False,2024-04-12 09:17:39,2024,4,12,9
EVT-0008942,SENS-0017,Humidity,WH-004,58.27,%,False,2024-01-01 19:00:23,2024,1,1,19
EVT-0008943,SENS-0129,CO2,WH-005,1478.4,ppm,False,2024-07-01 21:04:04,2024,7,1,21
EVT-0008944,SENS-0190,CO2,WH-005,784.1,ppm,False,2024-05-06 18:38:50,2024,5,6,18
EVT-0008945,SENS-0200,Vibration,WH-003,7.478,mm/s,False,2024-09-30 06:01:09,2024,9,30,6
EVT-0008946,SENS-0166,Light,WH-003,26.6,Lux,False,2024-01-23 18:59:26,2024,1,23,18
EVT-0008947,SENS-0193,Humidity,WH-001,94.87,%,True,2024-06-07 16:56:35,2024,6,7,16
EVT-0008948,SENS-0102,Temperature,WH-004,16.57,Celsius,False,2024-09-06 12:00:11,2024,9,6,12
EVT-0008949,SENS-0075,Light,WH-002,50.7,Lux,False,2024-02-15 07:57:45,2024,2,15,7
EVT-0008950,SENS-0039,Light,WH-005,850.8,Lux,False,2024-09-19 07:30:24,2024,9,19,7
EVT-0008951,SENS-0061,CO2,WH-001,1069.8,ppm,False,2024-09-11 06:13:41,2024,9,11,6
EVT-0008952,SENS-0060,Humidity,WH-005,55.87,%,False,2024-09-05 20:04:21,2024,9,5,20
EVT-0008953,SENS-0016,Light,WH-001,110.5,Lux,False,2024-08-31 20:17:47,2024,8,31,20
EVT-0008954,SENS-0152,CO2,WH-005,405.3,ppm,False,2024-06-10 04:06:15,2024,6,10,4
EVT-0008955,SENS-0149,Pressure,WH-002,952.36,hPa,False,2024-03-27 05:34:06,2024,3,27,5
EVT-0008956,SENS-0145,Pressure,WH-003,963.03,hPa,False,2024-12-13 07:53:07,2024,12,13,7
EVT-0008957,SENS-0144,Temperature,WH-001,26.22,Celsius,False,2024-02-08 14:05:53,2024,2,8,14
EVT-0008958,SENS-0012,Humidity,WH-005,48.65,%,False,2024-03-19 00:08:31,2024,3,19,0
EVT-0008959,SENS-0014,Temperature,WH-004,38.15,Celsius,False,2024-10-20 06:29:01,2024,10,20,6
EVT-0008960,SENS-0088,Pressure,WH-002,972.55,hPa,False,2024-05-10 08:46:00,2024,5,10,8
EVT-0008961,SENS-0082,Humidity,WH-004,72.69,%,False,2024-12-15 17:36:36,2024,12,15,17
EVT-0008962,SENS-0136,Vibration,WH-001,3.608,mm/s,False,2024-08-11 05:16:00,2024,8,11,5
EVT-0008963,SENS-0082,Pressure,WH-001,938.59,hPa,True,2024-12-07 17:26:08,2024,12,7,17
EVT-0008964,SENS-0027,CO2,WH-003,986.7,ppm,False,2024-04-14 20:43:00,2024,4,14,20
EVT-0008965,SENS-0172,Light,WH-001,376.2,Lux,False,2024-03-17 04:52:04,2024,3,17,4
EVT-0008966,SENS-0105,Humidity,WH-005,63.77,%,False,2024-05-01 05:55:07,2024,5,1,5
EVT-0008967,SENS-0163,Vibration,WH-001,4.94,mm/s,False,2024-08-30 04:42:15,2024,8,30,4
EVT-0008968,SENS-0023,Temperature,WH-005,43.31,Celsius,True,2024-12-08 10:22:54,2024,12,8,10
EVT-0008969,SENS-0017,Pressure,WH-005,979.91,hPa,False,2024-10-22 16:01:54,2024,10,22,16
EVT-0008970,SENS-0023,Light,WH-005,911.1,Lux,False,2024-11-19 22:19:19,2024,11,19,22
EVT-0008971,SENS-0072,Light,WH-004,524.0,Lux,False,2024-05-02 08:46:36,2024,5,2,8
EVT-0008972,SENS-0056,Pressure,WH-001,970.36,hPa,False,2024-06-29 03:12:32,2024,6,29,3
EVT-0008973,SENS-0022,CO2,WH-004,301.7,ppm,False,2024-12-27 08:54:02,2024,12,27,8
EVT-0008974,SENS-0193,Temperature,WH-002,38.45,Celsius,False,2024-03-12 16:31:11,2024,3,12,16
EVT-0008975,SENS-0086,Temperature,WH-004,4.75,Celsius,False,2024-05-09 11:53:04,2024,5,9,11
EVT-0008976,SENS-0166,Light,WH-005,98.9,Lux,False,2024-11-23 15:50:11,2024,11,23,15
EVT-0008977,SENS-0148,Light,WH-004,406.0,Lux,False,2024-01-07 04:57:58,2024,1,7,4
EVT-0008978,SENS-0029,CO2,WH-003,1285.1,ppm,False,2024-06-30 11:58:17,2024,6,30,11
EVT-0008979,SENS-0011,Pressure,WH-004,1096.58,hPa,True,2024-05-17 01:23:25,2024,5,17,1
EVT-0008980,SENS-0018,Temperature,WH-004,25.53,Celsius,False,2024-12-05 20:10:19,2024,12,5,20
EVT-0008981,SENS-0041,Humidity,WH-003,85.58,%,True,2024-12-03 07:12:19,2024,12,3,7
EVT-0008982,SENS-0042,CO2,WH-001,822.5,ppm,False,2024-10-17 22:56:48,2024,10,17,22
EVT-0008983,SENS-0003,Temperature,WH-002,-5.06,Celsius,True,2024-02-18 12:41:45,2024,2,18,12
EVT-0008984,SENS-0191,Humidity,WH-003,68.96,%,False,2024-08-17 06:50:14,2024,8,17,6
EVT-0008985,SENS-0017,Temperature,WH-002,41.49,Celsius,True,2024-12-27 02:15:46,2024,12,27,2
EVT-0008986,SENS-0068,Temperature,WH-003,21.87,Celsius,False,2024-02-19 14:22:37,2024,2,19,14
EVT-0008987,SENS-0080,Temperature,WH-005,3.17,Celsius,False,2024-12-15 16:39:35,2024,12,15,16
EVT-0008988,SENS-0152,Pressure,WH-001,933.59,hPa,True,2024-01-27 09:32:28,2024,1,27,9
EVT-0008989,SENS-0060,Humidity,WH-005,39.43,%,False,2024-07-20 15:24:48,2024,7,20,15
EVT-0008990,SENS-0054,Humidity,WH-004,54.41,%,False,2024-10-20 18:45:42,2024,10,20,18
EVT-0008991,SENS-0148,Pressure,WH-004,1094.37,hPa,True,2024-10-14 04:06:35,2024,10,14,4
EVT-0008992,SENS-0097,Vibration,WH-005,1.469,mm/s,False,2024-05-12 14:19:10,2024,5,12,14
EVT-0008993,SENS-0044,Temperature,WH-003,42.28,Celsius,True,2024-11-25 12:30:44,2024,11,25,12
EVT-0008994,SENS-0170,CO2,WH-004,1876.6,ppm,True,2024-08-02 16:29:34,2024,8,2,16
EVT-0008995,SENS-0040,Temperature,WH-002,-3.02,Celsius,False,2024-02-19 07:14:10,2024,2,19,7
EVT-0008996,SENS-0063,Light,WH-005,523.9,Lux,False,2024-12-26 07:11:44,2024,12,26,7
EVT-0008997,SENS-0046,CO2,WH-003,1651.4,ppm,True,2024-09-27 21:55:00,2024,9,27,21
EVT-0008998,SENS-0030,Vibration,WH-003,4.416,mm/s,False,2024-05-24 23:57:38,2024,5,24,23
EVT-0008999,SENS-0119,Humidity,WH-002,27.53,%,False,2024-06-26 07:08:19,2024,6,26,7
EVT-0009000,SENS-0087,Temperature,WH-005,-9.78,Celsius,True,2024-06-22 00:06:20,2024,6,22,0
EVT-0009001,SENS-0144,CO2,WH-002,1638.4,ppm,True,2024-08-22 02:45:20,2024,8,22,2
EVT-0009002,SENS-0012,Temperature,WH-004,10.93,Celsius,False,2024-05-01 20:16:16,2024,5,1,20
EVT-0009003,SENS-0041,Humidity,WH-002,27.56,%,False,2024-02-13 23:58:16,2024,2,13,23
EVT-0009004,SENS-0156,Light,WH-004,909.7,Lux,False,2024-11-05 13:44:25,2024,11,5,13
EVT-0009005,SENS-0095,Pressure,WH-001,997.27,hPa,False,2024-07-03 16:36:52,2024,7,3,16
EVT-0009006,SENS-0119,CO2,WH-003,1087.0,ppm,False,2024-10-15 11:16:17,2024,10,15,11
EVT-0009007,SENS-0160,Temperature,WH-003,32.32,Celsius,False,2024-02-21 12:31:41,2024,2,21,12
EVT-0009008,SENS-0192,CO2,WH-005,1463.1,ppm,False,2024-05-31 11:07:49,2024,5,31,11
EVT-0009009,SENS-0150,Pressure,WH-004,948.85,hPa,True,2024-09-29 08:19:35,2024,9,29,8
EVT-0009010,SENS-0067,Humidity,WH-004,88.1,%,True,2024-05-10 06:04:59,2024,5,10,6
EVT-0009011,SENS-0150,Humidity,WH-002,81.4,%,False,2024-03-08 21:00:39,2024,3,8,21
EVT-0009012,SENS-0194,Pressure,WH-005,967.18,hPa,False,2024-06-02 07:59:08,2024,6,2,7
EVT-0009013,SENS-0167,Light,WH-004,623.5,Lux,False,2024-10-26 08:00:21,2024,10,26,8
EVT-0009014,SENS-0114,Humidity,WH-001,55.13,%,False,2024-03-12 11:44:46,2024,3,12,11
EVT-0009015,SENS-0192,Pressure,WH-001,957.13,hPa,False,2024-09-12 00:34:18,2024,9,12,0
EVT-0009016,SENS-0063,Vibration,WH-005,0.94,mm/s,False,2024-08-25 02:14:22,2024,8,25,2
EVT-0009017,SENS-0088,Temperature,WH-003,-1.82,Celsius,False,2024-04-03 15:14:40,2024,4,3,15
EVT-0009018,SENS-0077,Pressure,WH-001,1037.04,hPa,False,2024-01-17 20:34:30,2024,1,17,20
EVT-0009019,SENS-0146,Vibration,WH-005,7.939,mm/s,False,2024-01-03 06:55:47,2024,1,3,6
EVT-0009020,SENS-0094,Temperature,WH-003,41.15,Celsius,True,2024-03-22 11:57:14,2024,3,22,11
EVT-0009021,SENS-0065,CO2,WH-005,1083.1,ppm,False,2024-10-29 14:53:28,2024,10,29,14
EVT-0009022,SENS-0180,Humidity,WH-001,35.01,%,False,2024-07-06 02:21:40,2024,7,6,2
EVT-0009023,SENS-0049,CO2,WH-005,1981.9,ppm,True,2024-09-24 07:48:15,2024,9,24,7
EVT-0009024,SENS-0106,Humidity,WH-004,89.79,%,True,2024-12-04 08:53:35,2024,12,4,8
EVT-0009025,SENS-0035,Temperature,WH-002,0.81,Celsius,False,2024-12-01 10:55:17,2024,12,1,10
EVT-0009026,SENS-0111,Vibration,WH-002,6.778,mm/s,False,2024-01-01 14:07:13,2024,1,1,14
EVT-0009027,SENS-0123,Light,WH-004,442.6,Lux,False,2024-12-02 21:16:52,2024,12,2,21
EVT-0009028,SENS-0152,CO2,WH-001,1875.8,ppm,True,2024-06-09 13:12:53,2024,6,9,13
EVT-0009029,SENS-0197,CO2,WH-002,1098.7,ppm,False,2024-05-14 21:28:57,2024,5,14,21
EVT-0009030,SENS-0149,Temperature,WH-003,-0.15,Celsius,False,2024-03-17 02:40:35,2024,3,17,2
EVT-0009031,SENS-0126,Pressure,WH-003,923.94,hPa,True,2024-07-26 15:38:47,2024,7,26,15
EVT-0009032,SENS-0029,Humidity,WH-005,94.77,%,True,2024-01-20 14:05:07,2024,1,20,14
EVT-0009033,SENS-0055,Humidity,WH-003,88.89,%,True,2024-06-18 17:55:59,2024,6,18,17
EVT-0009034,SENS-0179,Vibration,WH-003,5.499,mm/s,False,2024-12-22 12:36:14,2024,12,22,12
